Name;DataType;LogicalAddress;Comment
Straightener_LiftEntry_V_Close;Bool;%Q131.1;836YV2
Straightener_LiftEntry_V_Open;Bool;%Q131.0;836YV1
Straightener_MotorFan_FdbkKM;Bool;%I3.6;832KM1
Straightener_MotorFan_KM;Bool;%Q1.3;832QF1
Raddrizzatrice_Ls_Rullo_Aperto;Bool;%I129.5;836SQ1
Raddrizzatrice_Phc_Uscita_Prima_Taglio;Bool;%I129.6;837BF1
Raddrizzatrice_Phc_Uscita_Prima_Encoder;Bool;%I129.7;837BF2
Aspo_Phc_Fine_Materiale_Ganasce;Bool;%I126.6;736 - LIBERO
Aspo_Phc_Fine_Materiale_Ing_Raddrizza;Bool;%I126.7;736BF2
