Name;DataType;LogicalAddress;Comment
Peeler_V_Bwd;Bool;%Q103.5;810YV3
Peeler_V_Fwd;Bool;%Q103.6;810YV4
Peeler_Ls_Bwd;Bool;%I129.3;810SQ3
Peeler_V_Down;Bool;%Q103.4;810YV2
Peeler_V_Up;Bool;%Q103.3;810YV1
Peeler_Ls_Down;Bool;%I129.2;810SQ2
Peeler_Ls_Fwd;Bool;%I129.4;810SQ4
Peeler_Ls_Up;Bool;%I129.1;810SQ1
