Name;DataType;LogicalAddress;Comment
LB112_Decoiler_Lp_Bwd;Bool;%Q116.3;324SH6
LB112_Decoiler_Lp_Fwd;Bool;%Q116.2;324SH5
LB112_Decoiler_Pb_Bwd;Bool;%I118.7;324SH6
LB112_Decoiler_Pb_Fwd;Bool;%I118.6;324SH5
LB112_Peeler_Lp_Bwd;Bool;%Q115.5;323SH6
LB112_Peeler_Lp_Down;Bool;%Q115.3;323SH4
LB112_Peeler_Lp_Fwd;Bool;%Q115.4;323SH5
LB112_Peeler_Lp_Up;Bool;%Q115.2;323SH3
LB112_Peeler_Pb_Bwd;Bool;%I118.1;323SH6
LB112_Peeler_Pb_Down;Bool;%I117.7;323SH4
LB112_Peeler_Pb_Fwd;Bool;%I118.0;323SH5
LB112_Peeler_Pb_Up;Bool;%I117.6;323SH3
LB112_Snubber_Lp_Bwd;Bool;%Q116.1;324SH4
LB112_Snubber_Lp_Down;Bool;%Q115.7;324SH2
LB112_Snubber_Lp_Fwd;Bool;%Q116.0;324SH3
LB112_Snubber_Lp_Up;Bool;%Q115.6;324SH1
LB112_Snubber_Pb_Bwd;Bool;%I118.5;324SH4
LB112_Snubber_Pb_Down;Bool;%I118.3;324SH2
LB112_Snubber_Pb_Fwd;Bool;%I118.4;324SH3
LB112_Snubber_Pb_Up;Bool;%I118.2;324SH1
LB112_Straightener_Lp_Bwd;Bool;%Q115.1;323SH2
LB112_Straightener_Lp_Fwd;Bool;%Q115.0;323SH1
LB112_Straightener_Pb_Bwd;Bool;%I117.5;323SH2
LB112_Straightener_Pb_Fwd;Bool;%I117.4;323SH1
LB112_Straightener_Sel_Close;Bool;%I117.3;323SA1
LB112_Straightener_Sel_Open;Bool;%I117.2;323SA1
LB112_Button_L;Bool;%I1034.1;104DI1 - 200SB1
LB112_Button_R;Bool;%I1034.5;104DI5 - 200SB2
